region,age,all,respondents,kadry_vysshej_kvalifikacii,vysshee,magistratura,specialitet,bakalavriat,nepolnoe_vysshee,srednee_professionalnoe,specialist_srednego_zvena,kvalificirovannyj_rabochij,srednee,osnovnoe,nachalnoe,doshkolnoe,ne_imejushhie_obrazovanija,iz_nih_negramotnye,ne_ukazavshie_uroven_obrazovanija
Самарская область,40-44 ,250955,227318,3596,80843,4608,59062,17173,6967,98396,66212,32184,25404,10514,1162,-,436,139,23637
Самарская область,45-49 ,234533,213974,3124,67983,3966,50765,13252,5862,101531,68260,33271,25258,8988,891,1,336,78,20559
Самарская область,50-54 ,208894,191096,2636,52426,2905,40823,8698,4752,99633,66758,32875,23102,7694,582,-,271,84,17798
Самарская область,55-59 ,214016,197647,2678,46581,2639,37185,6757,4128,107320,72997,34323,27850,8178,662,-,250,50,16369
Самарская область,60-64 ,235613,219764,2859,44662,2356,35904,6402,3766,119195,82484,36711,37526,10560,972,-,224,55,15849
Самарская область,65-69 ,212892,198417,2657,36467,1698,29343,5426,3134,104240,72765,31475,37988,12430,1311,-,190,38,14475
Самарская область,70 и более,368371,343863,4298,50230,2059,40799,7372,4337,140647,97821,42826,77478,46804,19497,-,572,91,24508
Саратовская область,6-9,97176,84033,-,-,-,-,-,-,-,-,-,-,-,-,64680,19353,224,13143
Саратовская область,10-14,119428,107132,-,-,-,-,-,-,-,-,-,-,-,89821,15115,2196,88,12296
Саратовская область,15-17,66467,58533,-,-,-,-,-,-,37,-,37,12234,33905,11866,-,491,40,7934
Саратовская область,18-19 ,48064,41756,-,-,-,-,-,-,6856,4603,2253,26006,8278,501,-,115,34,6308
Саратовская область,20-24 ,128454,105018,3,17932,872,3959,13101,4104,38402,26236,12166,35553,8041,711,-,272,110,23436
Саратовская область,25-29 ,133296,107945,1005,40240,4935,17929,17376,4260,42400,28858,13542,12919,6199,611,-,311,139,25351
Саратовская область,30-34 ,199192,163393,2266,58919,3441,39450,16028,5322,66276,44741,21535,19659,9277,1271,-,403,128,35799
Саратовская область,35-39 ,205162,170952,2615,59154,3325,41957,13872,4924,70869,47688,23181,21334,10287,1370,-,399,136,34210
Саратовская область,40-44 ,188506,159840,2479,48805,2710,35297,10798,4002,70428,47354,23074,22124,10559,1081,-,362,104,28666
Саратовская область,45-49 ,173680,148460,2127,39831,2192,29602,8037,3212,70323,47121,23202,21960,9807,913,-,287,89,25220
Саратовская область,50-54 ,160840,138437,1876,31706,1713,24597,5396,2836,71212,47663,23549,20974,8875,724,-,234,69,22403
Саратовская область,55-59 ,173496,150364,2116,31307,1611,24958,4738,2683,77833,52715,25118,25065,10219,935,-,206,66,23132
Саратовская область,60-64 ,181352,161010,2081,30118,1285,24390,4443,2528,82772,56203,26569,29802,12344,1152,-,213,53,20342
Саратовская область,65-69 ,159999,141744,1905,24932,1010,20006,3916,1969,70112,48170,21942,27866,13315,1511,-,134,25,18255
Саратовская область,70 и более,286427,250156,3191,34974,1339,28315,5320,2579,93322,63611,29711,56260,42826,16379,-,625,99,36271
Ульяновская область,6-9,52609,42551,-,-,-,-,-,-,-,-,-,-,-,-,32962,9589,93,10058
Ульяновская область,10-14,58335,49322,-,-,-,-,-,-,-,-,-,-,-,38337,10409,576,9,9013
Ульяновская область,15-17,31532,26222,-,-,-,-,-,-,-,-,-,5653,16718,3700,-,151,13,5310
Ульяновская область,18-19 ,21365,17145,-,-,-,-,-,-,2922,1835,1087,10699,3451,3,-,70,32,4220
Ульяновская область,20-24 ,50769,37674,3,7027,380,1629,5018,1415,14216,9292,4924,11938,2924,13,-,138,58,13095
Ульяновская область,25-29 ,62908,48202,442,18037,1849,8416,7772,1888,18316,12090,6226,6672,2652,12,-,183,83,14706
Ульяновская область,30-34 ,98130,73662,1052,26046,1462,17504,7080,2167,29191,18957,10234,10772,4128,25,-,281,133,24468
Ульяновская область,35-39 ,98904,74586,1253,25005,1380,17364,6261,1828,30235,19663,10572,11516,4480,19,-,250,116,24318
Ульяновская область,40-44 ,85196,65771,927,18884,1072,13389,4423,1281,28401,18254,10147,11704,4350,14,-,210,109,19425
Ульяновская область,45-49 ,79755,63809,795,15017,937,10830,3250,995,30708,19779,10929,12026,4127,7,-,134,58,15946
Ульяновская область,50-54 ,78462,63880,782,12906,759,9773,2374,937,33383,21601,11782,12026,3702,14,-,130,69,14582
Ульяновская область,55-59 ,91114,76227,888,13464,753,10480,2231,893,39628,25949,13679,16662,4559,14,-,119,58,14887
Ульяновская область,60-64 ,101665,86724,1017,13505,613,10690,2202,850,43249,28655,14594,21097,6254,654,-,98,52,14941
Ульяновская область,65-69 ,84950,72800,889,10945,464,8671,1810,693,33945,22863,11082,18191,7194,873,-,70,35,12150
Ульяновская область,70 и более,136417,117115,1411,15805,551,12606,2648,875,38627,26274,12353,26636,21687,11758,-,316,91,19302
Уральский федеральный округ,6-9,631379,525030,-,-,-,-,-,-,-,-,-,-,-,-,402645,122385,1158,106349
Уральский федеральный округ,10-14,739348,629468,-,-,-,-,-,-,-,-,-,-,-,518864,100217,10387,288,109880
Уральский федеральный округ,15-17,392327,328680,-,-,-,-,-,-,299,-,299,61834,199276,64629,110,2532,171,63647
Уральский федеральный округ,18-19 ,250264,201061,-,-,-,-,-,-,33823,20940,12883,120975,43660,2058,22,523,185,49203
Уральский федеральный округ,20-24 ,621438,457044,296,68915,4024,13406,51485,15937,182991,117959,65032,145905,39227,2735,48,990,429,164394
Уральский федеральный округ,25-29 ,654339,504523,4363,179768,23024,69253,87491,22592,197734,127731,70003,68059,28258,2554,49,1146,537,149816
Уральский федеральный округ,30-34 ,1016457,787223,9758,295225,18525,195575,81125,27450,304533,193321,111212,101170,41888,5404,104,1691,739,229234
Уральский федеральный округ,35-39 ,1118637,866504,13442,325234,19266,229308,76660,26072,331422,208505,122917,113605,48432,6341,80,1876,734,252133
Уральский федеральный округ,40-44 ,986469,777543,11706,265729,17120,189195,59414,18904,318584,199167,119417,109355,46893,4766,59,1547,588,208926
Уральский федеральный округ,45-49 ,882211,713924,10098,214625,13847,155954,44824,14329,323940,202632,121308,106045,40269,3328,46,1244,479,168287
Уральский федеральный округ,50-54 ,747917,608670,8263,154477,10070,118399,26008,10837,310596,194538,116058,91784,29502,2299,35,877,366,139247
Уральский федеральный округ,55-59 ,782009,646064,8584,134757,8596,106705,19456,9524,345246,219555,125691,111683,32898,2462,24,886,358,135945
Уральский федеральный округ,60-64 ,866486,734269,8963,127240,7249,102312,17679,8523,391298,253362,137936,147483,45096,4877,33,756,299,132217
Уральский федеральный округ,65-69 ,749267,638184,8056,99331,4744,79817,14770,6396,325510,215138,110372,137172,54362,6640,20,697,262,111083
Уральский федеральный округ,70 и более,1129609,965128,12762,140643,5677,114470,20496,8558,379302,255393,123909,204374,150992,66056,143,2298,679,164481
Курганская область,6-9,39198,34246,-,-,-,-,-,-,-,-,-,-,-,-,26510,7736,73,4952
Курганская область,10-14,45208,41429,-,-,-,-,-,-,-,-,-,-,-,36474,4380,575,14,3779
Курганская область,15-17,25050,21724,-,-,-,-,-,-,29,-,29,3398,13356,4772,10,159,11,3326
Курганская область,18-19 ,14672,12235,-,-,-,-,-,-,1543,1040,503,6961,3504,185,2,40,18,2437
Курганская область,20-24 ,30231,23902,-,2742,104,630,2008,609,9383,6343,3040,8030,2783,282,5,68,40,6329
Курганская область,25-29 ,31463,25305,184,7558,622,3108,3828,875,9932,6703,3229,4191,2172,278,8,107,46,6158
Курганская область,30-34 ,52838,42402,435,12733,513,8866,3354,1004,16605,11093,5512,7049,3774,603,22,177,83,10436
Курганская область,35-39 ,59694,47926,622,14114,639,10325,3150,921,18636,12064,6572,8039,4550,842,21,181,85,11768
Курганская область,40-44 ,56666,45852,572,11778,619,8780,2379,649,18361,11906,6455,8694,4972,674,8,144,61,10814
Курганская область,45-49 ,53864,45078,472,10093,508,7738,1847,477,20246,13155,7091,8912,4338,411,10,119,42,8786
Курганская область,50-54 ,49531,41977,458,8056,426,6452,1178,448,20887,13668,7219,8514,3197,325,8,84,49,7554
Курганская область,55-59 ,56689,49678,526,7949,393,6524,1032,453,24659,16496,8163,11891,3703,380,7,110,44,7011
Курганская область,60-64 ,67435,59950,656,8293,321,6888,1084,421,28514,19423,9091,15914,5513,562,4,73,36,7485
Курганская область,65-69 ,60021,53917,643,7112,229,5873,1010,314,24189,16837,7352,13687,7012,870,9,81,29,6104
Курганская область,70 и более,92620,82915,959,10836,326,8940,1570,532,27856,19820,8036,15859,16881,9685,47,260,76,9705
Свердловская область,6-9,201608,177714,-,-,-,-,-,-,-,-,-,-,-,-,134706,43008,421,23894
Свердловская область,10-14,237242,213842,-,-,-,-,-,-,-,-,-,-,-,190344,20148,3350,69,23400
Свердловская область,15-17,131758,117396,-,-,-,-,-,-,270,-,270,23148,69953,23178,92,755,32,14362
Свердловская область,18-19 ,90988,76897,-,-,-,-,-,-,12624,7495,5129,45578,17750,791,20,134,42,14091
Свердловская область,20-24 ,231722,174774,275,24777,1167,4578,19032,6290,69144,43321,25823,55585,17376,996,43,288,126,56948
Свердловская область,25-29 ,225915,184622,1721,62518,7726,23569,31223,8223,73860,46405,27455,25391,11607,950,41,311,161,41293
Свердловская область,30-34 ,344604,285562,3609,100565,6551,64252,29762,10448,113835,69925,43910,37771,16667,2044,82,541,227,59042
Свердловская область,35-39 ,385190,318221,4744,111489,6563,76453,28473,10114,125902,76434,49468,43570,19318,2382,59,643,231,66969
Свердловская область,40-44 ,343210,288954,4195,93362,5988,64745,22629,7405,121820,73883,47937,41135,18521,1873,51,592,231,54256
Свердловская область,45-49 ,308998,265398,3670,76475,4932,54267,17276,5614,122156,73809,48347,39821,15764,1365,36,497,208,43600
Свердловская область,50-54 ,254801,220116,2970,54112,3535,40531,10046,4240,113051,68246,44805,33407,11066,927,27,316,160,34685
Свердловская область,55-59 ,265418,231096,2977,48331,3241,37305,7785,3758,122555,75103,47452,39846,12376,931,17,305,149,34322
Свердловская область,60-64 ,298566,269060,3284,46855,2828,36980,7047,3275,141014,87858,53156,55579,17050,1746,29,228,110,29506
Свердловская область,65-69 ,273814,246924,3031,38157,1964,29986,6207,2584,123350,78330,45020,55832,21357,2345,11,257,112,26890
Свердловская область,70 и более,440734,395452,5170,57269,2403,45584,9282,3697,150628,98165,52463,89578,64569,23728,96,717,204,45282
Ханты-Мансийский автономный округ,6-9,104499,76703,-,-,-,-,-,-,-,-,-,-,-,-,59428,17275,158,27796
Ханты-Мансийский автономный округ,10-14,118915,89464,-,-,-,-,-,-,-,-,-,-,-,69247,18077,2140,41,29451
Ханты-Мансийский автономный округ,15-17,62695,45662,-,-,-,-,-,-,-,-,-,7877,27703,9563,-,519,17,17033
Ханты-Мансийский автономный округ,18-19 ,36422,24161,-,-,-,-,-,-,4232,2543,1689,14942,4584,298,-,105,32,12261
Ханты-Мансийский автономный округ,20-24 ,88642,54542,-,9780,725,1877,7178,2068,21499,13597,7902,17273,3464,323,-,135,49,34100
Ханты-Мансийский автономный округ,25-29 ,100700,67001,476,27594,3734,10289,13571,3398,22989,14623,8366,9451,2694,276,-,123,60,33699
Ханты-Мансийский автономный округ,30-34 ,152957,101568,1078,46664,2948,31229,12487,3634,32479,20510,11969,13166,3773,605,-,169,70,51389
Ханты-Мансийский автономный округ,35-39 ,169652,112020,1553,52345,3123,37260,11962,3426,35203,21962,13241,14377,4249,694,-,173,48,57632
Ханты-Мансийский автономный округ,40-44 ,146890,100003,1449,43287,2829,30889,9569,2325,34720,21438,13282,13702,3978,407,-,135,33,46887
Ханты-Мансийский автономный округ,45-49 ,128046,91087,1315,34517,2398,24952,7167,1784,36510,22598,13912,13303,3287,292,-,79,19,36959
Ханты-Мансийский автономный округ,50-54 ,108553,77603,1043,23584,1706,18033,3845,1254,37203,22993,14210,11780,2480,196,-,63,12,30950
Ханты-Мансийский автономный округ,55-59 ,109180,77972,943,18084,1268,14246,2570,1004,41465,26279,15186,13595,2631,194,-,56,16,31208
Ханты-Мансийский автономный округ,60-64 ,108541,77726,789,13983,839,11167,1977,915,42998,28055,14943,15666,3047,260,-,68,12,30815
Ханты-Мансийский автономный округ,65-69 ,75403,52961,556,8412,427,6759,1226,534,28923,19366,9557,11397,2836,262,-,41,4,22442
Ханты-Мансийский автономный округ,70 и более,75593,53796,556,7814,358,6259,1197,543,24403,16691,7712,12431,5913,2033,-,103,14,21797
Ямало-Ненецкий автономный округ,6-9,32307,27032,-,-,-,-,-,-,-,-,-,-,-,-,20333,6699,122,5275
Ямало-Ненецкий автономный округ,10-14,37609,31840,-,-,-,-,-,-,-,-,-,-,-,24479,6363,998,4,5769
Ямало-Ненецкий автономный округ,15-17,19596,15588,-,-,-,-,-,-,-,-,-,2392,10090,2855,-,251,5,4008
Ямало-Ненецкий автономный округ,18-19 ,9715,6835,-,-,-,-,-,-,1278,777,501,3699,1719,98,-,41,8,2880
Ямало-Ненецкий автономный округ,20-24 ,25335,17588,-,2860,168,601,2091,608,7129,4388,2741,5002,1783,165,-,41,18,7747
Ямало-Ненецкий автономный округ,25-29 ,31697,23940,113,10051,1309,3692,5050,1160,7762,4926,2836,3035,1577,177,-,65,30,7757
Ямало-Ненецкий автономный округ,30-34 ,47553,35701,329,17795,1151,12053,4591,1264,9994,6231,3763,4013,1881,348,-,77,28,11852
Ямало-Ненецкий автономный округ,35-39 ,51445,37893,459,19792,1392,14029,4371,1031,10217,6354,3863,4120,1834,362,-,78,32,13552
Ямало-Ненецкий автономный округ,40-44 ,46274,34569,433,16794,1325,11986,3483,812,10408,6363,4045,4085,1737,248,-,52,14,11705
Ямало-Ненецкий автономный округ,45-49 ,42967,32894,386,14099,1141,10142,2816,600,11881,7195,4686,4193,1537,156,-,42,12,10073
Ямало-Ненецкий автономный округ,50-54 ,35432,26923,326,9260,681,7084,1495,439,12030,7432,4598,3579,1143,108,-,38,12,8509
Ямало-Ненецкий автономный округ,55-59 ,32147,23882,300,5995,401,4789,805,336,12299,7793,4506,3836,975,105,-,36,9,8265
Ямало-Ненецкий автономный округ,60-64 ,27588,19678,192,4093,265,3279,549,252,10467,6767,3700,3387,1041,194,-,52,26,7910
Ямало-Ненецкий автономный округ,65-69 ,16776,11378,113,2068,128,1661,279,132,5963,3918,2045,2061,706,282,-,53,30,5398
Ямало-Ненецкий автономный округ,70 и более,14004,9496,91,1589,83,1279,227,93,4283,2791,1492,1880,835,493,-,232,169,4508
